X,Y,OBJECTID,BOATLANDING_SEQ_NO,LMS_BOAT_LANDING_NAME,LANDING_TYPE_CODE,RAMP_TYPE_CODE,ADA_ACCESSIBLE_FEATURE_CODE,OWNERSHIP_NAME_TEXT,OWNERSHIP_MANAGER_NAME_TEXT,OWNERSHIP_MANAGER_PHONE_TEXT,LL_LAT_DD_AMT,LL_LONG_DD_AMT,WATERBODY_NAME_TEXT,COUNTY_NAME_TEXT,MUNICIPALITY_NAME_TEXT,TOWN_NO,RANGE_NO,RANGE_DIRECTION,ABANDON_FLAG
337367.62161199,561981.908367299,905,1117,Big Blake Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Georgetown,715-857-5788,45.5074407,-92.33795914,Big Blake Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
333050.66881199,568444.381867299,906,1115,Bone Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Bone Lake,715-472-8212,45.56441499,-92.3956423,Bone Lake,Polk,TOWN OF BONE LAKE,36,16,W,No
339370.52041199,564499.5194673,907,1116,Big Round Lake Access,RAMP,Paved,No,STATE(DNR),,(715) 637-6866,45.53060525,-92.31326843,Big Round Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
338095.792511989,560328.885267299,908,1118,Big Blake Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Georgetown,715-857-5788,45.49276427,-92.32803216,Big Blake Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
339261.006411989,560276.735067299,909,1119,Little Blake Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Georgetown,715-857-5788,45.49259811,-92.31311268,Little Blake Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
328790.43581199,559597.788567299,910,1120,Balsam Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Milltown,715-825-2494,45.48370122,-92.44673174,Balsam Lake,Polk,TOWN OF MILLTOWN,35,17,W,No
326996.88041199,557365.338967299,911,1121,West Boat Ramp,RAMP,Concrete,No,VILLAGE,Village of Balsam Lake,715-485-3424,45.4631315,-92.4687836,Balsam Lake,Polk,VILLAGE OF BALSAM LAKE,34,17,W,No
328357.80811199,556103.087067299,912,1122,South Boat Ramp,RAMP,Concrete,No,VILLAGE,Village of Balsam Lake,715-485-3424,45.45215493,-92.45089938,Balsam Lake,Polk,VILLAGE OF BALSAM LAKE,34,17,W,No
333086.625311989,558026.968567299,913,1123,Balsam Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Georgetown,715-857-5788,45.4707383,-92.39120822,Balsam Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
329562.33831199,561149.0236673,914,1124,Voss Landing,RAMP,Concrete Plank,No,TOWNSHIP,Town of Milltown,715-825-2494,45.49786255,-92.43746545,Half Moon Lake,Polk,TOWN OF MILLTOWN,35,17,W,No
331601.230611989,559407.668967299,915,1126,Half Moon Lake Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Milltown,715-825-2494,45.48275596,-92.41072392,Half Moon Lake,Polk,TOWN OF MILLTOWN,35,17,W,No
330651.35621199,565966.145767299,917,1127,Antler Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Milltown,715-825-2494,45.54152747,-92.42536652,Antler Lake,Polk,TOWN OF MILLTOWN,35,17,W,No
317584.454811989,576247.364067299,918,1128,Atlas Park Boat Ramp,RAMP,Paved,No,COUNTY,Parks Department,(715) 485-9294,45.63023521,-92.59681017,Long Trade Lake,Polk,TOWN OF LAKETOWN,36,18,W,No
314215.598911989,564034.112867299,919,1131,Clarey (Twin) Lake Access,RAMP,Concrete,No,STATE(DNR),,(715) 637-6866 ,45.51944561,-92.63490241,Clarey Lake,Polk,TOWN OF EUREKA,35,18,W,No
327374.820411989,568891.7606673,920,1132,Big Butternut Lake Boat Ramp,RAMP,Concrete,Yes,VILLAGE,Village of Luck,715-472-2221,45.56689021,-92.46848415,Big Butternut Lake,Polk,VILLAGE OF LUCK,36,17,W,No
324579.46871199,569640.980867298,921,1133,Little Butternut Lake Boat Ramp,RAMP,Concrete,No,COUNTY,Parks & Recreation,(715) 485-9294,45.57284808,-92.50457185,Little Butternut Lake,Polk,TOWN OF LUCK,36,17,W,No
328479.37521199,578941.826067299,922,1134,Coon Lake Boat Ramp,RAMP,Concrete,No,VILLAGE,Public Works Dept.,(715) 327-8062,45.65757207,-92.45829012,Coon Lake,Polk,VILLAGE OF FREDERIC,37,17,W,No
341484.37101199,581756.8562673,923,1135,Clam Falls Flowage Access,RAMP,Concrete,No,TOWNSHIP,Town of Clam Falls,715-653-2368,45.68689338,-92.29379767,Clam Falls Flowage,Polk,TOWN OF CLAM FALLS,37,16,W,No
349069.69861199,573197.0677673,924,1136,Largon Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of McKinley,715-822-5909,45.61128208,-92.19219067,Largon Lake,Polk,TOWN OF MCKINLEY,36,15,W,No
338765.86031199,572567.3833673,925,1137,Ward Lake Boat Ramp,RAMP,Concrete Plank,No,TOWNSHIP,Town of Bone Lake,715-472-8212,45.60300755,-92.32399749,Ward Lake,Polk,TOWN OF BONE LAKE,36,16,W,No
340378.94511199,573556.5667673,926,1138,McKenzie Lake Access,RAMP,Gravel,No,STATE(DNR),,(715) 637-6866,45.61232276,-92.30369388,McKenzie Lake,Polk,TOWN OF BONE LAKE,36,16,W,No
341295.64301199,568801.126567299,927,1139,Pickerel Lake Access,RAMP,Concrete Plank,No,STATE(DNR),,(715) 637-6866,45.56978977,-92.2902054,Pickerel Lake,Polk,TOWN OF BONE LAKE,36,16,W,No
349923.34251199,568208.0633673,928,1140,Greenquist Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Mckinley,715-822-5909,45.56661815,-92.17951242,Greenquist Lake,Polk,TOWN OF MCKINLEY,36,15,W,No
337653.32521199,579152.277867299,929,1143,Somers Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Clam Falls,715-653-2368,45.66193719,-92.3407171,Somers Lake,Polk,TOWN OF CLAM FALLS,37,16,W,No
349828.683411989,559739.289667299,930,1141,Long Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Johnstown,715-497-3043,45.49042203,-92.17778168,Long Lake,Polk,TOWN OF JOHNSTOWN,35,15,W,No
347987.80501199,563755.581067299,931,1142,Pipe Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Johnstown,715-497-3043,45.52609496,-92.2027323,Pipe Lake,Polk,TOWN OF JOHNSTOWN,35,15,W,No
296455.761811989,570065.079267299,932,1144,Sunrise Landing,RAMP,Concrete Plank,No,FEDERAL,NPS Visitor Center,715-438-2274,45.56819392,-92.8647828,Saint Croix River,Polk,TOWN OF STERLING,36,20,W,No
307357.87781199,566133.9339673,933,1145,Saint Croix River Access,RAMP,Concrete Plank,No,FEDERAL,NPS Visitor Center,715-438-2274,45.53660252,-92.72417803,Saint Croix River,Polk,TOWN OF EUREKA,35,19,W,No
342047.839711989,568808.973867299,935,1147,Bass Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of McKinley,715-822-5909,45.57005314,-92.28057611,Bass Lake,Polk,TOWN OF MCKINLEY,36,15,W,No
335862.35981199,565414.4514673,937,1149,Vincent Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Georgetown,715-857-5788,45.53791527,-92.35850256,Vincent Lake,Polk,TOWN OF GEORGETOWN,35,16,W,No
543593.08711199,563225.485967299,939,1153,Deer Lake Access,RAMP,Concrete Plank,No,TOWNSHIP,Town of Bradley,715-453-3326,45.54216629,-89.69778976,Deer Lake,Lincoln,TOWN OF BRADLEY,35,6,E,No
312959.73911199,553813.7254673,940,1151,Saint Croix River Access/Lions Park,RAMP,Concrete,No,CITY,City of St. Croix Falls,715-483-3929,45.42717662,-92.64665738,Saint Croix River,Polk,CITY OF ST CROIX FALLS,34,18,W,No
311981.22261199,549965.5302673,941,1152,Lake O' The Dalles Access,RAMP,Gravel,No,STATE(DNR),Park Supervisor,(715) 483-3747,45.39228487,-92.65752824,Lake O' The Dalles,Polk,TOWN OF ST CROIX FALLS,34,19,W,No
325192.807311989,554324.569667298,942,1154,Loveless Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Balsam Lake,715-485-9561,45.43528587,-92.49063388,Loveless Lake,Polk,TOWN OF BALSAM LAKE,34,17,W,No
338851.59111199,555422.158067299,943,1157,White Ash Lake - North Access,RAMP,Paved,No,TOWNSHIP,Town of Apple River,715-286-6506,45.44883078,-92.31655782,White Ash Lake,Polk,TOWN OF APPLE RIVER,34,16,W,No
331397.106111989,553348.481467299,944,1155,Wild Goose Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Balsam Lake,715-485-9561,45.42820923,-92.41100899,Wild Goose Lake,Polk,TOWN OF BALSAM LAKE,34,17,W,No
325500.87901199,561216.7573673,945,1156,Rice Lake Access,RAMP,Concrete Plank,No,TOWNSHIP,Town of Milltown,715-825-2494,45.49735096,-92.48942719,Rice Lake,Polk,TOWN OF MILLTOWN,35,17,W,No
339112.40181199,554961.7331673,946,1159,White Ash Lake - South Access,RAMP,Concrete,No,TOWNSHIP,Town of Apple River,715-286-6506,45.44475735,-92.31305593,White Ash Lake,Polk,TOWN OF APPLE RIVER,34,16,W,No
349523.15191199,553420.186767299,947,1160,Horseshoe Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Beaver,715-205-4396,45.4335092,-92.17949676,Horseshoe Lake,Polk,TOWN OF BEAVER,34,15,W,No
351572.60851199,560975.709467299,948,1161,Staples Lake Boat Ramp,RAMP,Paved,No,COUNTY,Parks Department,(715) 485-9294,45.50196654,-92.15590418,Staples Lake,Polk,TOWN OF JOHNSTOWN,35,15,W,No
317047.27451199,548703.5962673,949,1162,Poplar Lake Access,RAMP,Concrete Panels,No,COUNTY,Parks Department,(715) 485-9294,45.38242444,-92.59235565,Poplar Lake,Polk,TOWN OF OSCEOLA,33,18,W,No
319884.55831199,547292.6927673,950,1163,Sand Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Osceola,715-755-3060,45.3705536,-92.55557904,Sand Lake,Polk,TOWN OF OSCEOLA,33,18,W,No
316250.96721199,544020.138767298,951,1164,Lotus Park Boat Ramp,RAMP,Concrete,No,COUNTY,Parks Department,(715) 485-9294,45.34007928,-92.60058513,Lotus Lake,Polk,TOWN OF OSCEOLA,33,18,W,No
318033.791911989,541099.343767298,952,1165,Horse Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Osceola,715-755-3060,45.31433031,-92.57666115,Horse Lake,Polk,TOWN OF OSCEOLA,33,18,W,No
319295.02021199,540933.0919673,953,1166,Round Lake Access,RAMP,Paved,No,TOWNSHIP,Town of Osceola,715-755-3060,45.31319704,-92.56051937,Round Lake,Polk,TOWN OF OSCEOLA,33,18,W,No
321102.40611199,538336.9942673,954,1167,Big Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Alden,715-248-7859,45.29036576,-92.53644236,Big Lake,Polk,TOWN OF ALDEN,32,18,W,No
321339.33441199,536539.016567299,955,1168,Church Pine Lake Access,RAMP,Paved,Yes,TOWNSHIP,Town of Alden,715-248-7859,45.27426418,-92.53270393,Church Pine Lake,Polk,TOWN OF ALDEN,32,18,W,No
318858.63701199,534026.125467299,956,1169,Pine Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Alden,715-248-7859,45.2509616,-92.56328073,Pine Lake,Polk,TOWN OF ALDEN,32,18,W,No
318863.99231199,533018.0807673,957,1170,Lower Pine Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Alden,715-248-7859,45.24189827,-92.56280464,Lower Pine Lake,Polk,TOWN OF ALDEN,32,18,W,No
318152.723911989,531879.174367299,958,1171,Cedar Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Alden,715-248-7859,45.23059638,-92.57705173,Cedar Lake,Polk,TOWN OF ALDEN,32,18,W,No
328831.60301199,543841.2575673,959,1172,Sunrise Beach Public Access,RAMP,Concrete Panels,No,TOWNSHIP,Town Chairman,(715) 268-2574,45.34201279,-92.44009208,Wapogasset Lake,Polk,TOWN OF GARFIELD,33,17,W,No
329161.296411989,541621.179167299,960,1173,Wapogasset Lake Access,RAMP,Concrete,Yes,TOWNSHIP,Town of Garfield,715-268-4857,45.32213685,-92.43503142,Wapogasset Lake,Polk,TOWN OF GARFIELD,33,17,W,No
330517.182811989,540769.7956673,962,1175,Beartrap Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Lincoln,715-268-4747,45.31484743,-92.41742054,Beartrap Lake,Polk,TOWN OF LINCOLN,33,17,W,No
334845.01531199,541004.3002673,963,1176,North Twin Lake Boat Ramp,RAMP,Concrete,No,CITY,Public Works Dept.,(715) 268-7427,45.31811147,-92.36234147,North Twin Lake,Polk,CITY OF AMERY,33,16,W,No
335229.175211989,541123.881667299,964,1177,North Park Canoe Launch,CARRY-IN,Gravel,No,CITY,Public Works Dept.,(715) 268-7427,45.3192882,-92.35748887,Apple River,Polk,CITY OF AMERY,33,16,W,No
335033.59171199,540384.1608673,965,1178,Birch Street Boat Ramp,RAMP,Gravel,Yes,CITY,Public Works Dept.,(715) 268-7427,45.31258379,-92.35970591,Apple River,Polk,CITY OF AMERY,33,16,W,No
336160.28361199,543078.5545673,966,1179,Apple River Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Lincoln,715-268-4747,45.33711275,-92.346345,Apple River,Polk,TOWN OF LINCOLN,33,16,W,No
386525.99901199,559693.158067299,967,1208,Rice Lake Carry-In Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Rice Lake,715-234-8087,45.49799466,-91.70837122,Rice Lake,Barron,TOWN OF RICE LAKE,35,11,W,No
384691.12571199,559828.4623673,968,1209,Stein Street Ramp,RAMP,Concrete,Yes,COUNTY,Parks & Recreation Dept.,(715) 537-6365,45.4988584,-91.73188288,Rice Lake,Barron,CITY OF RICE LAKE,35,11,W,No
385509.123111989,560906.277467299,969,1210,Rice Lake Access 2,RAMP,Paved,No,TOWNSHIP,Town of Rice Lake,715-234-8087,45.5087138,-91.72171336,Rice Lake,Barron,TOWN OF RICE LAKE,35,11,W,No
385628.12841199,561709.875167299,970,1211,Red Cedar River Access,RAMP,Gravel,No,TOWNSHIP,Town of Rice Lake,715-234-8087,45.51596676,-91.72041092,Red Cedar River,Barron,TOWN OF RICE LAKE,35,11,W,No
395653.300211989,573441.454167299,971,1214,Waldo Carlson Park Boat Ramp,RAMP,Concrete Panels,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.62338289,-91.59509284,Red Cedar Lake,Barron,TOWN OF CEDAR LAKE,36,10,W,No
568952.716311989,596997.505867299,973,1217,Chain Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Sugar Camp,715-891-1982,45.84480301,-89.36955983,Chain Lake,Oneida,TOWN OF SUGAR CAMP,39,9,E,No
386747.64691199,556699.9098673,974,1220,Lake Montanis Access 2,RAMP,Concrete,No,COUNTY,Maintenance/Parks & Rec.,715-537-6365,45.47110628,-91.70472287,Lake Montanis,Barron,TOWN OF RICE LAKE,35,11,W,No
380956.154911989,565166.696267299,975,1218,Lake Desair Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.54615048,-91.78118097,Lake Desair,Barron,TOWN OF RICE LAKE,35,11,W,No
387097.93251199,557212.7420673,976,1219,Lake Montanis Access,RAMP,Concrete,No,TOWNSHIP,Town of Rice Lake,715-234-8087,45.47578712,-91.70038237,Lake Montanis,Barron,TOWN OF RICE LAKE,35,11,W,No
382315.949911989,575396.2761673,977,1221,Upper Devils Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Oak Grove,715-296-0440,45.63845329,-91.76665612,Upper Devils Lake,Barron,TOWN OF OAK GROVE,36,11,W,No
379336.54701199,573274.701667299,978,1225,Bear Lake (28 3/4 Ave.)Public Boat Landing,RAMP,Concrete,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.61876915,-91.80425395,Bear Lake,Barron,TOWN OF BEAR LAKE,36,12,W,No
378746.504711989,574364.9370673,979,1222,Bear Lake Public Boat Landing,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.62845762,-91.81213454,Bear Lake,Barron,TOWN OF BEAR LAKE,36,12,W,No
380771.42041199,573610.067067299,980,1224,Bear Lake (18th Street) Public Boat Landing,RAMP,Gravel,No,TOWNSHIP,Town of Oak Grove,715-296-0440,45.62207543,-91.78595408,Bear Lake,Barron,TOWN OF OAK GROVE,36,11,W,No
371210.89101199,574313.461567299,981,1226,Butternut Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Lakeland,715-822-2775,45.62642051,-91.90874013,Butternut Lake,Barron,TOWN OF LAKELAND,36,13,W,No
371492.68481199,574135.6347673,982,1227,Butternut Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.62488112,-91.90507295,Butternut Lake,Barron,TOWN OF BEAR LAKE,36,12,W,No
368129.86241199,571952.094367299,983,1228,Sylvan Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Lakeland,715-822-2775,45.60451118,-91.94750658,Sylvan Lake,Barron,TOWN OF LAKELAND,36,13,W,No
371847.249711989,569322.0664673,984,1229,Lake Thirty Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.58165393,-91.89906497,Lake Thirty,Barron,TOWN OF BEAR LAKE,36,12,W,No
370042.12351199,568403.9569673,985,1230,Grant Park Boat Ramp,RAMP,Concrete Plank,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.57279503,-91.9216597,Silver Lake,Barron,TOWN OF LAKELAND,36,13,W,No
356112.20791199,564059.949867299,986,1231,North Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.53079114,-92.09886774,North Lake,Barron,TOWN OF CRYSTAL LAKE,35,14,W,No
355447.050211989,563321.291867299,987,1232,Scott Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.52399012,-92.10713226,Scott Lake,Barron,TOWN OF CRYSTAL LAKE,35,14,W,No
365537.88651199,568827.9175673,988,1235,Big Dummy Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.57583596,-91.97973627,Big Dummy Lake,Barron,TOWN OF LAKELAND,36,13,W,No
353550.582611989,556873.319467299,989,1233,Loon Lake Access,RAMP,Gravel,No,STATE(DNR),,(715) 637-6866,45.46554074,-92.12921229,Loon Lake,Barron,TOWN OF ALMENA,34,14,W,No
364642.19681199,567322.4810673,990,1234,Duck Lake Access,RAMP,Paved,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.5620942,-91.9907307,Duck Lake,Barron,TOWN OF LAKELAND,36,13,W,No
363248.004211989,569150.642567299,991,1237,Granite Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Lakeland,715-822-2775,45.57822674,-92.00917114,Granite Lake,Barron,TOWN OF LAKELAND,36,13,W,No
358798.50181199,571804.917767299,992,1240,Kirby Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.60108524,-92.06704241,Kirby Lake,Barron,TOWN OF MAPLE PLAIN,36,14,W,No
364142.782711989,568844.876067299,993,1238,Little Granite Lake Access,RAMP,Gravel,No,STATE(DNR),,(715) 637-6866,45.5756773,-91.99761178,Little Granite Lake,Barron,TOWN OF LAKELAND,36,13,W,No
356751.55851199,574955.822867298,994,1239,Horseshoe Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.62894961,-92.09432744,Horseshoe Lake,Barron,TOWN OF MAPLE PLAIN,36,14,W,No
361110.42501199,569349.7146673,995,1241,Spring Lake Canoe Launch,CARRY-IN,Gravel,No,TOWNSHIP,Town of Maple Plain,715-790-4423,45.57953241,-92.03661703,Spring Lake,Barron,TOWN OF MAPLE PLAIN,36,14,W,No
361967.86471199,564634.773267299,996,1244,Beaver Dam Lake Access 2,RAMP,Paved,No,CITY,City Clerk,(715) 822-2752,45.53731493,-92.02410946,Beaver Dam Lake,Barron,CITY OF CUMBERLAND,35,13,W,No
361544.573811989,565661.441067299,997,1242,Eagle Point Landing,RAMP,Concrete Plank,No,CITY,City Clerk,(715) 822-2752,45.54645405,-92.02986008,Beaver Dam Lake,Barron,CITY OF CUMBERLAND,35,13,W,No
362395.159811989,565342.017767299,998,1243,Tourist Park Ramp,RAMP,Concrete,No,CITY,City Clerk,(715) 822-2752,45.54377375,-92.01886777,Beaver Dam Lake,Barron,CITY OF CUMBERLAND,35,13,W,No
362710.236011989,564514.763467299,999,1245,Beaver Dam Lake Access 3,RAMP,Concrete,No,CITY,City Clerk,(715) 822-2752,45.53640343,-92.01456838,Beaver Dam Lake,Barron,CITY OF CUMBERLAND,35,13,W,No
364034.51701199,565752.128367299,1001,1246,Beaver Dam Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.54783206,-91.99801179,Beaver Dam Lake,Barron,TOWN OF CUMBERLAND,35,13,W,No
356747.25341199,568774.838267298,1002,1247,Little Sand Lake Access,RAMP,Concrete Plank,No,COUNTY,Parks & Recreation Dept.,(715) 637-6866,45.57335089,-92.09231414,Little Sand Lake,Barron,TOWN OF MAPLE PLAIN,36,14,W,No
357830.04831199,548144.3660673,1003,1249,Lower Turtle Lake Access,RAMP,Paved,Yes,TOWNSHIP,Town of Almena,715-357-6016,45.38802783,-92.07163076,Lower Turtle Lake,Barron,TOWN OF ALMENA,34,14,W,No
354811.56411199,543119.7782673,1004,1250,Big Moon Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Turtle Lake,715-357-0045,45.34212477,-92.10848374,Big Moon Lake,Barron,TOWN OF TURTLE LAKE,33,14,W,No
352742.11671199,555117.985667299,1006,1252,Echo Lake Access,RAMP,Concrete Panels,No,TOWNSHIP,Town of Almena,715-357-6016,45.44955846,-92.1389496,Echo Lake,Barron,TOWN OF ALMENA,34,14,W,No
351570.06731199,542981.0973673,1007,1253,Little Moon Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Turtle Lake,715-357-0045,45.34010624,-92.14978235,Little Moon Lake,Barron,TOWN OF TURTLE LAKE,33,14,W,No
357829.97111199,568915.5971673,1008,1256,Kidney Lake Carry-In,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Maple Plain,715-822-2902,45.57487029,-92.07849355,Kidney Lake,Barron,TOWN OF MAPLE PLAIN,36,14,W,No
369621.61511199,574855.958367299,1010,1258,Spider Lake Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.63095833,-91.92928404,Spider Lake,Barron,TOWN OF LAKELAND,36,13,W,No
369470.73681199,574200.1610673,1011,1259,Hogback Lake Access,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Lakeland,715-822-2775,45.62472765,-91.93138206,Hogback Lake,Barron,TOWN OF LAKELAND,36,13,W,No
397116.367611989,574453.1949673,1014,1262,Bass Lake Access,CARRY-IN,Unimproved,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.63274651,-91.57658738,Bass Lake,Barron,TOWN OF CEDAR LAKE,36,10,W,No
382870.40901199,551491.304067299,1015,1263,Cranberry Creek Carry-In,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Stanley,715-458-3271,45.42349357,-91.75284961,Cranberry Creek,Barron,TOWN OF STANLEY,34,11,W,No
382401.96291199,550298.084667299,1016,1264,Babe & Phil Park and Boat Landing,RAMP,Concrete Plank,No,VILLAGE,Village of Cameron,715-458-2117,45.41266613,-91.7585013,Cranberry Creek,Barron,VILLAGE OF CAMERON,34,11,W,No
385412.75381199,547411.926567299,1017,1265,Prairie Lake Carry-In Access 1 ,CARRY-IN,Unimproved,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.3872845,-91.7192531,Prairie Lake,Barron,TOWN OF STANLEY,34,11,W,No
392722.81971199,539369.2552673,1019,1268,Lake Chetek Access 2,RAMP,Gravel,No,TOWNSHIP,Town of Chetek,715-859-6440,45.31628582,-91.62383995,Lake Chetek,Barron,TOWN OF CHETEK,33,10,W,No
387397.41011199,539919.9744673,1021,1270,Red Cedar River - County Hwy D Access,RAMP,Gravel,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.32025197,-91.69178104,Red Cedar River,Barron,TOWN OF PRAIRIE LAKE,33,11,W,No
364243.87521199,531586.6344673,1023,1272,Pioneer Park Landing,RAMP,Paved,No,VILLAGE,Village of Prairie Farm,715-455-1714,45.24053072,-91.98454049,Prairie Farm Flowage,Barron,VILLAGE OF PRAIRIE FARM,32,13,W,No
296036.19791199,582407.017967299,1024,1275,Rush City Ferry Landing,RAMP,Concrete Plank,No,FEDERAL,NPS Visitor Center,715-438-2274,45.67900822,-92.8758247,Saint Croix River,Burnett,TOWN OF ANDERSON,37,20,W,No
365745.51051199,552719.442067299,1026,1274,Poskin Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Clinton,715-357-6188,45.43097379,-91.9720091,Poskin Lake,Barron,TOWN OF CLINTON,34,13,W,No
336084.72931199,607693.728367299,1027,1276,Jeffries Landing,RAMP,Concrete,Yes,COUNTY,Burnett County Forest & Parks,(715) 349-2157,45.91819598,-92.37170281,Yellow Lake,Burnett,TOWN OF OAKLAND,40,16,W,No
334672.333611989,609324.7847673,1028,1277,Yellow Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Oakland,715-866-8213,45.9324841,-92.39053086,Yellow Lake,Burnett,TOWN OF OAKLAND,40,16,W,No
332265.69401199,608745.614067299,1029,1278,Yellow Lake Narrows,RAMP,Concrete Plank,Yes,COUNTY,Burnett County Forest & Parks,(715) 349-2157,45.92662259,-92.42131933,Yellow Lake,Burnett,TOWN OF UNION,40,17,W,No
325529.48591199,608806.328867299,1030,1279,Clam Flowage Boat Ramp,RAMP,Concrete,No,COUNTY,Burnett County Forest & Parks,(715) 349-2157,45.92529534,-92.508142,Clam River,Burnett,TOWN OF UNION,40,17,W,No
339820.40751199,607300.674367299,1031,1280,Devils Lake Beach Boat Ramp,RAMP,Concrete,No,COUNTY,Burnett County Forest & Parks,(715) 349-2157,45.91565059,-92.32342178,Devils Lake,Burnett,TOWN OF OAKLAND,40,16,W,No
341464.57891199,609827.311667299,1032,1281,Johnson Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Oakland,715-866-8213,45.93880207,-92.30317824,Johnson Lake,Burnett,TOWN OF OAKLAND,40,16,W,No
341473.17811199,606615.111067299,1034,1283,Conners Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Oakland,715-866-8213,45.90991639,-92.30187169,Conners Lake,Burnett,TOWN OF OAKLAND,40,16,W,No
345209.798511989,608697.854667298,1035,1284,Banach Lake Access,RAMP,Gravel,No,COUNTY, Administrator, 715-349-2157,45.9296076,-92.25448982,Banach Lake,Burnett,TOWN OF JACKSON,40,15,W,No
350648.81801199,607812.3076673,1036,1285,Sand Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Jackson,715-866-8404,45.9230052,-92.18407559,Sand Lake,Burnett,TOWN OF JACKSON,40,15,W,No
362433.118211989,608362.940767299,1038,1288,Big McKenzie Lake Boat Ramp - East,RAMP,Concrete,No,COUNTY,Forestry Dept.,(715) 635-4490,45.93076106,-92.032378,Big McKenzie Lake,Washburn,TOWN OF CASEY,40,13,W,No
361024.86341199,610209.601967299,1039,1289,Middle McKenzie Lake Access,RAMP,Concrete,No,TOWNSHIP,Town of Scott,715-635-2308,45.94704675,-92.05114329,Middle McKenzie Lake,Burnett,TOWN OF SCOTT,40,14,W,No
